Source, Target, Type, Id, Weight
2, 1, Directed, 1, 1
5, 1, Directed, 2, 1
6, 1, Directed, 3, 1
10, 1, Directed, 4, 1
13, 1, Directed, 5, 1
18, 1, Directed, 6, 3
19, 1, Directed, 7, 3
20, 1, Directed, 8, 3
22, 1, Directed, 9, 3
23, 1, Directed, 10, 3
1, 2, Directed, 11, 1
5, 2, Directed, 12, 1
6, 2, Directed, 13, 1
8, 2, Directed, 14, 1
11, 2, Directed, 15, 1
12, 2, Directed, 16, 1
14, 2, Directed, 17, 1
21, 2, Directed, 18, 3
22, 2, Directed, 19, 3
4, 3, Directed, 20, 1
5, 3, Directed, 21, 1
12, 3, Directed, 22, 1
13, 3, Directed, 23, 1
16, 3, Directed, 24, 3
18, 3, Directed, 25, 3
23, 3, Directed, 26, 3
24, 3, Directed, 27, 3
1, 4, Directed, 28, 1
2, 4, Directed, 29, 1
3, 4, Directed, 30, 1
5, 4, Directed, 31, 1
6, 4, Directed, 32, 1
11, 4, Directed, 33, 1
12, 4, Directed, 34, 1
14, 4, Directed, 35, 1
18, 4, Directed, 36, 3
23, 4, Directed, 37, 3
24, 4, Directed, 38, 3
25, 4, Directed, 39, 3
1, 5, Directed, 40, 1
3, 5, Directed, 41, 1
6, 5, Directed, 42, 1
10, 5, Directed, 43, 1
11, 5, Directed, 44, 1
12, 5, Directed, 45, 1
14, 5, Directed, 46, 1
16, 5, Directed, 47, 3
19, 5, Directed, 48, 3
23, 5, Directed, 49, 3
26, 5, Directed, 50, 3
1, 6, Directed, 51, 1
4, 6, Directed, 52, 1
7, 6, Directed, 53, 1
10, 6, Directed, 54, 1
13, 6, Directed, 55, 1
14, 6, Directed, 56, 1
15, 6, Directed, 57, 3
18, 6, Directed, 58, 3
20, 6, Directed, 59, 3
21, 6, Directed, 60, 3
3, 7, Directed, 61, 1
5, 7, Directed, 62, 1
6, 7, Directed, 63, 1
9, 7, Directed, 64, 1
10, 7, Directed, 65, 1
13, 7, Directed, 66, 1
14, 7, Directed, 67, 1
15, 7, Directed, 68, 3
22, 7, Directed, 69, 3
24, 7, Directed, 70, 3
25, 7, Directed, 71, 3
1, 8, Directed, 72, 1
3, 8, Directed, 73, 1
6, 8, Directed, 74, 1
9, 8, Directed, 75, 1
13, 8, Directed, 76, 1
15, 8, Directed, 77, 3
18, 8, Directed, 78, 3
20, 8, Directed, 79, 3
24, 8, Directed, 80, 3
25, 8, Directed, 81, 3
26, 8, Directed, 82, 3
3, 9, Directed, 83, 1
4, 9, Directed, 84, 1
8, 9, Directed, 85, 1
12, 9, Directed, 86, 1
18, 9, Directed, 87, 3
19, 9, Directed, 88, 3
23, 9, Directed, 89, 3
24, 9, Directed, 90, 3
26, 9, Directed, 91, 3
1, 10, Directed, 92, 1
3, 10, Directed, 93, 1
8, 10, Directed, 94, 1
9, 10, Directed, 95, 1
11, 10, Directed, 96, 1
16, 10, Directed, 97, 3
18, 10, Directed, 98, 3
21, 10, Directed, 99, 3
23, 10, Directed, 100, 3
2, 11, Directed, 101, 1
5, 11, Directed, 102, 1
9, 11, Directed, 103, 1
10, 11, Directed, 104, 1
16, 11, Directed, 105, 3
20, 11, Directed, 106, 3
21, 11, Directed, 107, 3
25, 11, Directed, 108, 3
1, 12, Directed, 109, 1
2, 12, Directed, 110, 1
4, 12, Directed, 111, 1
5, 12, Directed, 112, 1
6, 12, Directed, 113, 1
7, 12, Directed, 114, 1
8, 12, Directed, 115, 1
14, 12, Directed, 116, 1
23, 12, Directed, 117, 3
24, 12, Directed, 118, 3
25, 12, Directed, 119, 3
1, 13, Directed, 120, 1
3, 13, Directed, 121, 1
6, 13, Directed, 122, 1
7, 13, Directed, 123, 1
8, 13, Directed, 124, 1
12, 13, Directed, 125, 1
14, 13, Directed, 126, 1
15, 13, Directed, 127, 3
19, 13, Directed, 128, 3
25, 13, Directed, 129, 3
26, 13, Directed, 130, 3
1, 14, Directed, 131, 1
2, 14, Directed, 132, 1
3, 14, Directed, 133, 1
7, 14, Directed, 134, 1
8, 14, Directed, 135, 1
15, 14, Directed, 136, 3
18, 14, Directed, 137, 3
19, 14, Directed, 138, 3
25, 14, Directed, 139, 3
4, 15, Directed, 140, 2
8, 15, Directed, 141, 2
9, 15, Directed, 142, 2
10, 15, Directed, 143, 2
18, 15, Directed, 144, 4
20, 15, Directed, 145, 4
21, 15, Directed, 146, 4
24, 15, Directed, 147, 4
25, 15, Directed, 148, 4
3, 16, Directed, 149, 2
7, 16, Directed, 150, 2
9, 16, Directed, 151, 2
19, 16, Directed, 152, 4
24, 16, Directed, 153, 4
1, 18, Directed, 154, 2
4, 18, Directed, 155, 2
6, 18, Directed, 156, 2
7, 18, Directed, 157, 2
8, 18, Directed, 158, 2
9, 18, Directed, 159, 2
11, 18, Directed, 160, 2
13, 18, Directed, 161, 2
19, 18, Directed, 162, 4
20, 18, Directed, 163, 4
22, 18, Directed, 164, 4
2, 19, Directed, 165, 2
10, 19, Directed, 166, 2
16, 19, Directed, 167, 4
21, 19, Directed, 168, 4
23, 19, Directed, 169, 4
26, 19, Directed, 170, 4
1, 20, Directed, 171, 2
2, 20, Directed, 172, 2
4, 20, Directed, 173, 2
5, 20, Directed, 174, 2
8, 20, Directed, 175, 2
9, 20, Directed, 176, 2
11, 20, Directed, 177, 2
14, 20, Directed, 178, 2
15, 20, Directed, 179, 4
22, 20, Directed, 180, 4
1, 21, Directed, 181, 2
5, 21, Directed, 182, 2
11, 21, Directed, 183, 2
12, 21, Directed, 184, 2
24, 21, Directed, 185, 4
25, 21, Directed, 186, 4
5, 22, Directed, 187, 2
7, 22, Directed, 188, 2
