Source, Target, Type, Id, Weight
2, 1, Directed, 1, 1
6, 1, Directed, 2, 1
7, 1, Directed, 3, 1
9, 1, Directed, 4, 1
10, 1, Directed, 5, 1
12, 1, Directed, 6, 1
13, 1, Directed, 7, 1
14, 1, Directed, 8, 1
15, 1, Directed, 9, 3
18, 1, Directed, 10, 3
19, 1, Directed, 11, 3
20, 1, Directed, 12, 3
26, 1, Directed, 13, 3
1, 2, Directed, 14, 1
4, 2, Directed, 15, 1
6, 2, Directed, 16, 1
9, 2, Directed, 17, 1
10, 2, Directed, 18, 1
15, 2, Directed, 19, 3
2, 3, Directed, 20, 1
4, 3, Directed, 21, 1
7, 3, Directed, 22, 1
11, 3, Directed, 23, 1
12, 3, Directed, 24, 1
14, 3, Directed, 25, 1
19, 3, Directed, 26, 3
24, 3, Directed, 27, 3
25, 3, Directed, 28, 3
1, 4, Directed, 29, 1
7, 4, Directed, 30, 1
9, 4, Directed, 31, 1
11, 4, Directed, 32, 1
12, 4, Directed, 33, 1
13, 4, Directed, 34, 1
14, 4, Directed, 35, 1
15, 4, Directed, 36, 3
19, 4, Directed, 37, 3
23, 4, Directed, 38, 3
24, 4, Directed, 39, 3
26, 4, Directed, 40, 3
3, 5, Directed, 41, 1
4, 5, Directed, 42, 1
7, 5, Directed, 43, 1
9, 5, Directed, 44, 1
10, 5, Directed, 45, 1
11, 5, Directed, 46, 1
12, 5, Directed, 47, 1
18, 5, Directed, 48, 3
20, 5, Directed, 49, 3
22, 5, Directed, 50, 3
1, 6, Directed, 51, 1
4, 6, Directed, 52, 1
9, 6, Directed, 53, 1
10, 6, Directed, 54, 1
13, 6, Directed, 55, 1
14, 6, Directed, 56, 1
15, 6, Directed, 57, 3
18, 6, Directed, 58, 3
20, 6, Directed, 59, 3
23, 6, Directed, 60, 3
26, 6, Directed, 61, 3
1, 7, Directed, 62, 1
2, 7, Directed, 63, 1
3, 7, Directed, 64, 1
8, 7, Directed, 65, 1
9, 7, Directed, 66, 1
11, 7, Directed, 67, 1
14, 7, Directed, 68, 1
15, 7, Directed, 69, 3
19, 7, Directed, 70, 3
20, 7, Directed, 71, 3
25, 7, Directed, 72, 3
26, 7, Directed, 73, 3
1, 8, Directed, 74, 1
5, 8, Directed, 75, 1
6, 8, Directed, 76, 1
9, 8, Directed, 77, 1
12, 8, Directed, 78, 1
13, 8, Directed, 79, 1
14, 8, Directed, 80, 1
15, 8, Directed, 81, 3
19, 8, Directed, 82, 3
20, 8, Directed, 83, 3
26, 8, Directed, 84, 3
1, 9, Directed, 85, 1
6, 9, Directed, 86, 1
10, 9, Directed, 87, 1
11, 9, Directed, 88, 1
12, 9, Directed, 89, 1
15, 9, Directed, 90, 3
18, 9, Directed, 91, 3
19, 9, Directed, 92, 3
21, 9, Directed, 93, 3
24, 9, Directed, 94, 3
26, 9, Directed, 95, 3
2, 10, Directed, 96, 1
9, 10, Directed, 97, 1
11, 10, Directed, 98, 1
19, 10, Directed, 99, 3
20, 10, Directed, 100, 3
7, 11, Directed, 101, 1
13, 11, Directed, 102, 1
15, 11, Directed, 103, 3
16, 11, Directed, 104, 3
19, 11, Directed, 105, 3
20, 11, Directed, 106, 3
21, 11, Directed, 107, 3
22, 11, Directed, 108, 3
23, 11, Directed, 109, 3
26, 11, Directed, 110, 3
1, 12, Directed, 111, 1
2, 12, Directed, 112, 1
8, 12, Directed, 113, 1
11, 12, Directed, 114, 1
20, 12, Directed, 115, 3
23, 12, Directed, 116, 3
24, 12, Directed, 117, 3
1, 13, Directed, 118, 1
2, 13, Directed, 119, 1
7, 13, Directed, 120, 1
10, 13, Directed, 121, 1
11, 13, Directed, 122, 1
12, 13, Directed, 123, 1
14, 13, Directed, 124, 1
15, 13, Directed, 125, 3
26, 13, Directed, 126, 3
1, 14, Directed, 127, 1
2, 14, Directed, 128, 1
3, 14, Directed, 129, 1
6, 14, Directed, 130, 1
7, 14, Directed, 131, 1
10, 14, Directed, 132, 1
11, 14, Directed, 133, 1
12, 14, Directed, 134, 1
13, 14, Directed, 135, 1
15, 14, Directed, 136, 3
18, 14, Directed, 137, 3
23, 14, Directed, 138, 3
24, 14, Directed, 139, 3
25, 14, Directed, 140, 3
26, 14, Directed, 141, 3
3, 15, Directed, 142, 2
4, 15, Directed, 143, 2
5, 15, Directed, 144, 2
9, 15, Directed, 145, 2
10, 15, Directed, 146, 2
11, 15, Directed, 147, 2
12, 15, Directed, 148, 2
14, 15, Directed, 149, 2
18, 15, Directed, 150, 4
19, 15, Directed, 151, 4
25, 15, Directed, 152, 4
2, 16, Directed, 153, 2
6, 16, Directed, 154, 2
8, 16, Directed, 155, 2
9, 16, Directed, 156, 2
13, 16, Directed, 157, 2
19, 16, Directed, 158, 4
22, 16, Directed, 159, 4
3, 18, Directed, 160, 2
9, 18, Directed, 161, 2
12, 18, Directed, 162, 2
13, 18, Directed, 163, 2
16, 18, Directed, 164, 4
19, 18, Directed, 165, 4
20, 18, Directed, 166, 4
24, 18, Directed, 167, 4
1, 19, Directed, 168, 2
2, 19, Directed, 169, 2
3, 19, Directed, 170, 2
9, 19, Directed, 171, 2
12, 19, Directed, 172, 2
14, 19, Directed, 173, 2
16, 19, Directed, 174, 4
21, 19, Directed, 175, 4
23, 19, Directed, 176, 4
24, 19, Directed, 177, 4
25, 19, Directed, 178, 4
5, 20, Directed, 179, 2
7, 20, Directed, 180, 2
9, 20, Directed, 181, 2
10, 20, Directed, 182, 2
11, 20, Directed, 183, 2
12, 20, Directed, 184, 2
13, 20, Directed, 185, 2
14, 20, Directed, 186, 2
22, 20, Directed, 187, 4
1, 21, Directed, 188, 2
2, 21, Directed, 189, 2
9, 21, Directed, 190, 2
10, 21, Directed, 191, 2
11, 21, Directed, 192, 2
12, 21, Directed, 193, 2
16, 21, Directed, 194, 4
20, 21, Directed, 195, 4
23, 21, Directed, 196, 4
2, 22, Directed, 197, 2
5, 22, Directed, 198, 2
6, 22, Directed, 199, 2
7, 22, Directed, 200, 2
8, 22, Directed, 201, 2
10, 22, Directed, 202, 2
11, 22, Directed, 203, 2
12, 22, Directed, 204, 2
16, 22, Directed, 205, 4
20, 22, Directed, 206, 4
24, 22, Directed, 207, 4
7, 23, Directed, 208, 2
11, 23, Directed, 209, 2
12, 23, Directed, 210, 2
14, 23, Directed, 211, 2
16, 23, Directed, 212, 4
19, 23, Directed, 213, 4
20, 23, Directed, 214, 4
26, 23, Directed, 215, 4
1, 24, Directed, 216, 2
5, 24, Directed, 217, 2
9, 24, Directed, 218, 2
12, 24, Directed, 219, 2
16, 24, Directed, 220, 4
18, 24, Directed, 221, 4
21, 24, Directed, 222, 4
22, 24, Directed, 223, 4
23, 24, Directed, 224, 4
5, 25, Directed, 225, 2
6, 25, Directed, 226, 2
8, 25, Directed, 227, 2
11, 25, Directed, 228, 2
12, 25, Directed, 229, 2
14, 25, Directed, 230, 2
18, 25, Directed, 231, 4
19, 25, Directed, 232, 4
26, 25, Directed, 233, 4
3, 26, Directed, 234, 2
4, 26, Directed, 235, 2
5, 26, Directed, 236, 2
6, 26, Directed, 237, 2
10, 26, Directed, 238, 2
11, 26, Directed, 239, 2
14, 26, Directed, 240, 2
16, 26, Directed, 241, 4
21, 26, Directed, 242, 4
23, 26, Directed, 243, 4
24, 26, Directed, 244, 4
25, 26, Directed, 245, 4
