Source, Target, Type, Id, Weight
2, 1, Directed, 1, 1
3, 1, Directed, 2, 1
9, 1, Directed, 3, 1
10, 1, Directed, 4, 1
13, 1, Directed, 5, 1
14, 1, Directed, 6, 1
15, 1, Directed, 7, 3
16, 1, Directed, 8, 3
18, 1, Directed, 9, 3
19, 1, Directed, 10, 3
20, 1, Directed, 11, 3
22, 1, Directed, 12, 3
24, 1, Directed, 13, 3
26, 1, Directed, 14, 3
1, 2, Directed, 15, 1
4, 2, Directed, 16, 1
6, 2, Directed, 17, 1
9, 2, Directed, 18, 1
10, 2, Directed, 19, 1
13, 2, Directed, 20, 1
15, 2, Directed, 21, 3
16, 2, Directed, 22, 3
18, 2, Directed, 23, 3
21, 2, Directed, 24, 3
23, 2, Directed, 25, 3
24, 2, Directed, 26, 3
2, 3, Directed, 27, 1
4, 3, Directed, 28, 1
7, 3, Directed, 29, 1
11, 3, Directed, 30, 1
12, 3, Directed, 31, 1
14, 3, Directed, 32, 1
16, 3, Directed, 33, 3
24, 3, Directed, 34, 3
25, 3, Directed, 35, 3
26, 3, Directed, 36, 3
1, 4, Directed, 37, 1
2, 4, Directed, 38, 1
3, 4, Directed, 39, 1
5, 4, Directed, 40, 1
7, 4, Directed, 41, 1
9, 4, Directed, 42, 1
10, 4, Directed, 43, 1
12, 4, Directed, 44, 1
15, 4, Directed, 45, 3
16, 4, Directed, 46, 3
23, 4, Directed, 47, 3
24, 4, Directed, 48, 3
4, 5, Directed, 49, 1
7, 5, Directed, 50, 1
9, 5, Directed, 51, 1
12, 5, Directed, 52, 1
16, 5, Directed, 53, 3
18, 5, Directed, 54, 3
20, 5, Directed, 55, 3
22, 5, Directed, 56, 3
23, 5, Directed, 57, 3
1, 6, Directed, 58, 1
7, 6, Directed, 59, 1
9, 6, Directed, 60, 1
10, 6, Directed, 61, 1
12, 6, Directed, 62, 1
14, 6, Directed, 63, 1
15, 6, Directed, 64, 3
18, 6, Directed, 65, 3
19, 6, Directed, 66, 3
20, 6, Directed, 67, 3
23, 6, Directed, 68, 3
2, 7, Directed, 69, 1
8, 7, Directed, 70, 1
9, 7, Directed, 71, 1
12, 7, Directed, 72, 1
13, 7, Directed, 73, 1
15, 7, Directed, 74, 3
19, 7, Directed, 75, 3
20, 7, Directed, 76, 3
22, 7, Directed, 77, 3
25, 7, Directed, 78, 3
26, 7, Directed, 79, 3
5, 8, Directed, 80, 1
6, 8, Directed, 81, 1
12, 8, Directed, 82, 1
13, 8, Directed, 83, 1
15, 8, Directed, 84, 3
16, 8, Directed, 85, 3
19, 8, Directed, 86, 3
20, 8, Directed, 87, 3
22, 8, Directed, 88, 3
24, 8, Directed, 89, 3
26, 8, Directed, 90, 3
1, 9, Directed, 91, 1
6, 9, Directed, 92, 1
10, 9, Directed, 93, 1
11, 9, Directed, 94, 1
12, 9, Directed, 95, 1
15, 9, Directed, 96, 3
18, 9, Directed, 97, 3
21, 9, Directed, 98, 3
24, 9, Directed, 99, 3
26, 9, Directed, 100, 3
2, 10, Directed, 101, 1
9, 10, Directed, 102, 1
11, 10, Directed, 103, 1
12, 10, Directed, 104, 1
16, 10, Directed, 105, 3
18, 10, Directed, 106, 3
20, 10, Directed, 107, 3
22, 10, Directed, 108, 3
24, 10, Directed, 109, 3
26, 10, Directed, 110, 3
5, 11, Directed, 111, 1
9, 11, Directed, 112, 1
15, 11, Directed, 113, 3
20, 11, Directed, 114, 3
21, 11, Directed, 115, 3
22, 11, Directed, 116, 3
23, 11, Directed, 117, 3
2, 12, Directed, 118, 1
8, 12, Directed, 119, 1
10, 12, Directed, 120, 1
13, 12, Directed, 121, 1
19, 12, Directed, 122, 3
20, 12, Directed, 123, 3
24, 12, Directed, 124, 3
1, 13, Directed, 125, 1
2, 13, Directed, 126, 1
3, 13, Directed, 127, 1
4, 13, Directed, 128, 1
10, 13, Directed, 129, 1
11, 13, Directed, 130, 1
12, 13, Directed, 131, 1
14, 13, Directed, 132, 1
15, 13, Directed, 133, 3
16, 13, Directed, 134, 3
20, 13, Directed, 135, 3
22, 13, Directed, 136, 3
23, 13, Directed, 137, 3
26, 13, Directed, 138, 3
1, 14, Directed, 139, 1
2, 14, Directed, 140, 1
3, 14, Directed, 141, 1
6, 14, Directed, 142, 1
8, 14, Directed, 143, 1
11, 14, Directed, 144, 1
13, 14, Directed, 145, 1
15, 14, Directed, 146, 3
18, 14, Directed, 147, 3
19, 14, Directed, 148, 3
25, 14, Directed, 149, 3
26, 14, Directed, 150, 3
4, 15, Directed, 151, 2
5, 15, Directed, 152, 2
9, 15, Directed, 153, 2
10, 15, Directed, 154, 2
11, 15, Directed, 155, 2
12, 15, Directed, 156, 2
16, 15, Directed, 157, 4
18, 15, Directed, 158, 4
19, 15, Directed, 159, 4
23, 15, Directed, 160, 4
25, 15, Directed, 161, 4
26, 15, Directed, 162, 4
2, 16, Directed, 163, 2
8, 16, Directed, 164, 2
9, 16, Directed, 165, 2
12, 16, Directed, 166, 2
15, 16, Directed, 167, 4
25, 16, Directed, 168, 4
26, 16, Directed, 169, 4
5, 18, Directed, 170, 2
6, 18, Directed, 171, 2
7, 18, Directed, 172, 2
9, 18, Directed, 173, 2
14, 18, Directed, 174, 2
20, 18, Directed, 175, 4
21, 18, Directed, 176, 4
24, 18, Directed, 177, 4
1, 19, Directed, 178, 2
2, 19, Directed, 179, 2
3, 19, Directed, 180, 2
9, 19, Directed, 181, 2
10, 19, Directed, 182, 2
15, 19, Directed, 183, 4
20, 19, Directed, 184, 4
21, 19, Directed, 185, 4
23, 19, Directed, 186, 4
24, 19, Directed, 187, 4
25, 19, Directed, 188, 4
26, 19, Directed, 189, 4
1, 20, Directed, 190, 2
4, 20, Directed, 191, 2
5, 20, Directed, 192, 2
7, 20, Directed, 193, 2
9, 20, Directed, 194, 2
10, 20, Directed, 195, 2
11, 20, Directed, 196, 2
21, 20, Directed, 197, 4
22, 20, Directed, 198, 4
1, 21, Directed, 199, 2
3, 21, Directed, 200, 2
5, 21, Directed, 201, 2
9, 21, Directed, 202, 2
10, 21, Directed, 203, 2
11, 21, Directed, 204, 2
12, 21, Directed, 205, 2
13, 21, Directed, 206, 2
14, 21, Directed, 207, 2
20, 21, Directed, 208, 4
22, 21, Directed, 209, 4
23, 21, Directed, 210, 4
24, 21, Directed, 211, 4
6, 22, Directed, 212, 2
7, 22, Directed, 213, 2
10, 22, Directed, 214, 2
11, 22, Directed, 215, 2
12, 22, Directed, 216, 2
14, 22, Directed, 217, 2
16, 22, Directed, 218, 4
19, 22, Directed, 219, 4
20, 22, Directed, 220, 4
23, 22, Directed, 221, 4
26, 22, Directed, 222, 4
5, 23, Directed, 223, 2
11, 23, Directed, 224, 2
20, 23, Directed, 225, 4
21, 23, Directed, 226, 4
22, 23, Directed, 227, 4
1, 24, Directed, 228, 2
2, 24, Directed, 229, 2
3, 24, Directed, 230, 2
5, 24, Directed, 231, 2
12, 24, Directed, 232, 2
13, 24, Directed, 233, 2
16, 24, Directed, 234, 4
18, 24, Directed, 235, 4
19, 24, Directed, 236, 4
22, 24, Directed, 237, 4
3, 25, Directed, 238, 2
5, 25, Directed, 239, 2
6, 25, Directed, 240, 2
8, 25, Directed, 241, 2
12, 25, Directed, 242, 2
15, 25, Directed, 243, 4
16, 25, Directed, 244, 4
18, 25, Directed, 245, 4
19, 25, Directed, 246, 4
26, 25, Directed, 247, 4
3, 26, Directed, 248, 2
6, 26, Directed, 249, 2
10, 26, Directed, 250, 2
11, 26, Directed, 251, 2
12, 26, Directed, 252, 2
13, 26, Directed, 253, 2
14, 26, Directed, 254, 2
15, 26, Directed, 255, 4
18, 26, Directed, 256, 4
21, 26, Directed, 257, 4
22, 26, Directed, 258, 4
23, 26, Directed, 259, 4
24, 26, Directed, 260, 4
25, 26, Directed, 261, 4
