Source, Target, Type, Id, Weight
6, 1, Directed, 1, 1
9, 1, Directed, 2, 1
10, 1, Directed, 3, 1
15, 1, Directed, 4, 3
16, 1, Directed, 5, 3
17, 1, Directed, 6, 3
21, 1, Directed, 7, 3
23, 1, Directed, 8, 3
26, 1, Directed, 9, 3
5, 2, Directed, 10, 1
6, 2, Directed, 11, 1
12, 2, Directed, 12, 1
13, 2, Directed, 13, 1
16, 2, Directed, 14, 3
24, 2, Directed, 15, 3
25, 2, Directed, 16, 3
26, 2, Directed, 17, 3
1, 3, Directed, 18, 1
2, 3, Directed, 19, 1
7, 3, Directed, 20, 1
10, 3, Directed, 21, 1
11, 3, Directed, 22, 1
14, 3, Directed, 23, 1
19, 3, Directed, 24, 3
20, 3, Directed, 25, 3
21, 3, Directed, 26, 3
24, 3, Directed, 27, 3
26, 3, Directed, 28, 3
1, 4, Directed, 29, 1
2, 4, Directed, 30, 1
10, 4, Directed, 31, 1
11, 4, Directed, 32, 1
13, 4, Directed, 33, 1
21, 4, Directed, 34, 3
24, 4, Directed, 35, 3
1, 5, Directed, 36, 1
9, 5, Directed, 37, 1
12, 5, Directed, 38, 1
15, 5, Directed, 39, 3
20, 5, Directed, 40, 3
21, 5, Directed, 41, 3
22, 5, Directed, 42, 3
23, 5, Directed, 43, 3
24, 5, Directed, 44, 3
26, 5, Directed, 45, 3
1, 6, Directed, 46, 1
2, 6, Directed, 47, 1
9, 6, Directed, 48, 1
11, 6, Directed, 49, 1
12, 6, Directed, 50, 1
15, 6, Directed, 51, 3
23, 6, Directed, 52, 3
24, 6, Directed, 53, 3
25, 6, Directed, 54, 3
1, 7, Directed, 55, 1
2, 7, Directed, 56, 1
8, 7, Directed, 57, 1
9, 7, Directed, 58, 1
12, 7, Directed, 59, 1
15, 7, Directed, 60, 3
17, 7, Directed, 61, 3
19, 7, Directed, 62, 3
20, 7, Directed, 63, 3
24, 7, Directed, 64, 3
25, 7, Directed, 65, 3
1, 8, Directed, 66, 1
4, 8, Directed, 67, 1
7, 8, Directed, 68, 1
17, 8, Directed, 69, 3
18, 8, Directed, 70, 3
24, 8, Directed, 71, 3
25, 8, Directed, 72, 3
1, 9, Directed, 73, 1
2, 9, Directed, 74, 1
11, 9, Directed, 75, 1
12, 9, Directed, 76, 1
14, 9, Directed, 77, 1
16, 9, Directed, 78, 3
19, 9, Directed, 79, 3
21, 9, Directed, 80, 3
23, 9, Directed, 81, 3
24, 9, Directed, 82, 3
25, 9, Directed, 83, 3
1, 10, Directed, 84, 1
2, 10, Directed, 85, 1
3, 10, Directed, 86, 1
4, 10, Directed, 87, 1
6, 10, Directed, 88, 1
7, 10, Directed, 89, 1
8, 10, Directed, 90, 1
11, 10, Directed, 91, 1
13, 10, Directed, 92, 1
22, 10, Directed, 93, 3
24, 10, Directed, 94, 3
25, 10, Directed, 95, 3
2, 11, Directed, 96, 1
3, 11, Directed, 97, 1
7, 11, Directed, 98, 1
10, 11, Directed, 99, 1
12, 11, Directed, 100, 1
13, 11, Directed, 101, 1
15, 11, Directed, 102, 3
19, 11, Directed, 103, 3
22, 11, Directed, 104, 3
24, 11, Directed, 105, 3
25, 11, Directed, 106, 3
2, 12, Directed, 107, 1
5, 12, Directed, 108, 1
7, 12, Directed, 109, 1
9, 12, Directed, 110, 1
20, 12, Directed, 111, 3
21, 12, Directed, 112, 3
22, 12, Directed, 113, 3
23, 12, Directed, 114, 3
24, 12, Directed, 115, 3
2, 13, Directed, 116, 1
5, 13, Directed, 117, 1
6, 13, Directed, 118, 1
11, 13, Directed, 119, 1
14, 13, Directed, 120, 1
21, 13, Directed, 121, 3
26, 13, Directed, 122, 3
1, 14, Directed, 123, 1
2, 14, Directed, 124, 1
6, 14, Directed, 125, 1
7, 14, Directed, 126, 1
9, 14, Directed, 127, 1
10, 14, Directed, 128, 1
11, 14, Directed, 129, 1
12, 14, Directed, 130, 1
15, 14, Directed, 131, 3
17, 14, Directed, 132, 3
18, 14, Directed, 133, 3
21, 14, Directed, 134, 3
25, 14, Directed, 135, 3
1, 15, Directed, 136, 2
4, 15, Directed, 137, 2
5, 15, Directed, 138, 2
14, 15, Directed, 139, 2
17, 15, Directed, 140, 4
20, 15, Directed, 141, 4
21, 15, Directed, 142, 4
22, 15, Directed, 143, 4
25, 15, Directed, 144, 4
1, 16, Directed, 145, 2
4, 16, Directed, 146, 2
8, 16, Directed, 147, 2
9, 16, Directed, 148, 2
10, 16, Directed, 149, 2
12, 16, Directed, 150, 2
15, 16, Directed, 151, 4
18, 16, Directed, 152, 4
22, 16, Directed, 153, 4
1, 17, Directed, 154, 2
3, 17, Directed, 155, 2
9, 17, Directed, 156, 2
10, 17, Directed, 157, 2
15, 17, Directed, 158, 4
16, 17, Directed, 159, 4
23, 17, Directed, 160, 4
24, 17, Directed, 161, 4
25, 17, Directed, 162, 4
26, 17, Directed, 163, 4
4, 18, Directed, 164, 2
5, 18, Directed, 165, 2
6, 18, Directed, 166, 2
9, 18, Directed, 167, 2
11, 18, Directed, 168, 2
12, 18, Directed, 169, 2
14, 18, Directed, 170, 2
15, 18, Directed, 171, 4
20, 18, Directed, 172, 4
26, 18, Directed, 173, 4
2, 19, Directed, 174, 2
3, 19, Directed, 175, 2
6, 19, Directed, 176, 2
7, 19, Directed, 177, 2
8, 19, Directed, 178, 2
11, 19, Directed, 179, 2
16, 19, Directed, 180, 4
17, 19, Directed, 181, 4
20, 19, Directed, 182, 4
22, 19, Directed, 183, 4
24, 19, Directed, 184, 4
2, 20, Directed, 185, 2
6, 20, Directed, 186, 2
9, 20, Directed, 187, 2
11, 20, Directed, 188, 2
12, 20, Directed, 189, 2
14, 20, Directed, 190, 2
15, 20, Directed, 191, 4
19, 20, Directed, 192, 4
22, 20, Directed, 193, 4
23, 20, Directed, 194, 4
24, 20, Directed, 195, 4
26, 20, Directed, 196, 4
2, 21, Directed, 197, 2
3, 21, Directed, 198, 2
10, 21, Directed, 199, 2
11, 21, Directed, 200, 2
15, 21, Directed, 201, 4
18, 21, Directed, 202, 4
20, 21, Directed, 203, 4
22, 21, Directed, 204, 4
25, 21, Directed, 205, 4
26, 21, Directed, 206, 4
1, 22, Directed, 207, 2
3, 22, Directed, 208, 2
6, 22, Directed, 209, 2
7, 22, Directed, 210, 2
11, 22, Directed, 211, 2
12, 22, Directed, 212, 2
13, 22, Directed, 213, 2
14, 22, Directed, 214, 2
16, 22, Directed, 215, 4
17, 22, Directed, 216, 4
19, 22, Directed, 217, 4
23, 22, Directed, 218, 4
24, 22, Directed, 219, 4
1, 23, Directed, 220, 2
2, 23, Directed, 221, 2
5, 23, Directed, 222, 2
11, 23, Directed, 223, 2
13, 23, Directed, 224, 2
14, 23, Directed, 225, 2
15, 23, Directed, 226, 4
17, 23, Directed, 227, 4
18, 23, Directed, 228, 4
24, 23, Directed, 229, 4
1, 24, Directed, 230, 2
2, 24, Directed, 231, 2
6, 24, Directed, 232, 2
13, 24, Directed, 233, 2
18, 24, Directed, 234, 4
21, 24, Directed, 235, 4
22, 24, Directed, 236, 4
23, 24, Directed, 237, 4
5, 25, Directed, 238, 2
6, 25, Directed, 239, 2
10, 25, Directed, 240, 2
13, 25, Directed, 241, 2
21, 25, Directed, 242, 4
23, 25, Directed, 243, 4
24, 25, Directed, 244, 4
1, 26, Directed, 245, 2
6, 26, Directed, 246, 2
7, 26, Directed, 247, 2
10, 26, Directed, 248, 2
15, 26, Directed, 249, 4
17, 26, Directed, 250, 4
23, 26, Directed, 251, 4
25, 26, Directed, 252, 4
