Source, Target, Type, Id, Weight
4, 1, Directed, 1, 1
5, 1, Directed, 2, 1
6, 1, Directed, 3, 1
7, 1, Directed, 4, 1
9, 1, Directed, 5, 1
10, 1, Directed, 6, 1
12, 1, Directed, 7, 1
13, 1, Directed, 8, 1
19, 1, Directed, 9, 3
20, 1, Directed, 10, 3
22, 1, Directed, 11, 3
12, 2, Directed, 12, 1
16, 2, Directed, 13, 3
18, 2, Directed, 14, 3
20, 2, Directed, 15, 3
26, 2, Directed, 16, 3
1, 3, Directed, 17, 1
4, 3, Directed, 18, 1
5, 3, Directed, 19, 1
7, 3, Directed, 20, 1
11, 3, Directed, 21, 1
12, 3, Directed, 22, 1
18, 3, Directed, 23, 3
20, 3, Directed, 24, 3
21, 3, Directed, 25, 3
23, 3, Directed, 26, 3
24, 3, Directed, 27, 3
25, 3, Directed, 28, 3
3, 4, Directed, 29, 1
5, 4, Directed, 30, 1
7, 4, Directed, 31, 1
18, 4, Directed, 32, 3
22, 4, Directed, 33, 3
23, 4, Directed, 34, 3
25, 4, Directed, 35, 3
6, 5, Directed, 36, 1
10, 5, Directed, 37, 1
11, 5, Directed, 38, 1
13, 5, Directed, 39, 1
23, 5, Directed, 40, 3
3, 6, Directed, 41, 1
5, 6, Directed, 42, 1
8, 6, Directed, 43, 1
12, 6, Directed, 44, 1
13, 6, Directed, 45, 1
18, 6, Directed, 46, 3
20, 6, Directed, 47, 3
22, 6, Directed, 48, 3
24, 6, Directed, 49, 3
2, 7, Directed, 50, 1
3, 7, Directed, 51, 1
4, 7, Directed, 52, 1
11, 7, Directed, 53, 1
18, 7, Directed, 54, 3
19, 7, Directed, 55, 3
20, 7, Directed, 56, 3
21, 7, Directed, 57, 3
24, 7, Directed, 58, 3
5, 8, Directed, 59, 1
9, 8, Directed, 60, 1
12, 8, Directed, 61, 1
13, 8, Directed, 62, 1
15, 8, Directed, 63, 3
18, 8, Directed, 64, 3
22, 8, Directed, 65, 3
23, 8, Directed, 66, 3
25, 8, Directed, 67, 3
1, 9, Directed, 68, 1
5, 9, Directed, 69, 1
7, 9, Directed, 70, 1
15, 9, Directed, 71, 3
19, 9, Directed, 72, 3
21, 9, Directed, 73, 3
24, 9, Directed, 74, 3
11, 10, Directed, 75, 1
13, 10, Directed, 76, 1
14, 10, Directed, 77, 1
19, 10, Directed, 78, 3
5, 11, Directed, 79, 1
8, 11, Directed, 80, 1
12, 11, Directed, 81, 1
16, 11, Directed, 82, 3
18, 11, Directed, 83, 3
20, 11, Directed, 84, 3
21, 11, Directed, 85, 3
23, 11, Directed, 86, 3
24, 11, Directed, 87, 3
25, 11, Directed, 88, 3
2, 12, Directed, 89, 1
4, 12, Directed, 90, 1
15, 12, Directed, 91, 3
16, 12, Directed, 92, 3
23, 12, Directed, 93, 3
1, 13, Directed, 94, 1
5, 13, Directed, 95, 1
6, 13, Directed, 96, 1
7, 13, Directed, 97, 1
8, 13, Directed, 98, 1
9, 13, Directed, 99, 1
10, 13, Directed, 100, 1
11, 13, Directed, 101, 1
12, 13, Directed, 102, 1
19, 13, Directed, 103, 3
21, 13, Directed, 104, 3
23, 13, Directed, 105, 3
25, 13, Directed, 106, 3
3, 14, Directed, 107, 1
5, 14, Directed, 108, 1
7, 14, Directed, 109, 1
12, 14, Directed, 110, 1
15, 14, Directed, 111, 3
16, 14, Directed, 112, 3
18, 14, Directed, 113, 3
