Source, Target, Type, Id, Weight
2, 1, Directed, 1, 1
6, 1, Directed, 2, 1
9, 1, Directed, 3, 1
10, 1, Directed, 4, 1
13, 1, Directed, 5, 1
18, 1, Directed, 6, 3
19, 1, Directed, 7, 3
20, 1, Directed, 8, 3
23, 1, Directed, 9, 3
1, 2, Directed, 10, 1
5, 2, Directed, 11, 1
6, 2, Directed, 12, 1
8, 2, Directed, 13, 1
11, 2, Directed, 14, 1
12, 2, Directed, 15, 1
14, 2, Directed, 16, 1
21, 2, Directed, 17, 3
22, 2, Directed, 18, 3
1, 3, Directed, 19, 1
4, 3, Directed, 20, 1
7, 3, Directed, 21, 1
11, 3, Directed, 22, 1
12, 3, Directed, 23, 1
13, 3, Directed, 24, 1
16, 3, Directed, 25, 3
18, 3, Directed, 26, 3
23, 3, Directed, 27, 3
24, 3, Directed, 28, 3
1, 4, Directed, 29, 1
2, 4, Directed, 30, 1
3, 4, Directed, 31, 1
6, 4, Directed, 32, 1
7, 4, Directed, 33, 1
8, 4, Directed, 34, 1
12, 4, Directed, 35, 1
13, 4, Directed, 36, 1
14, 4, Directed, 37, 1
18, 4, Directed, 38, 3
19, 4, Directed, 39, 3
24, 4, Directed, 40, 3
25, 4, Directed, 41, 3
26, 4, Directed, 42, 3
1, 5, Directed, 43, 1
2, 5, Directed, 44, 1
3, 5, Directed, 45, 1
6, 5, Directed, 46, 1
8, 5, Directed, 47, 1
10, 5, Directed, 48, 1
11, 5, Directed, 49, 1
12, 5, Directed, 50, 1
16, 5, Directed, 51, 3
19, 5, Directed, 52, 3
23, 5, Directed, 53, 3
25, 5, Directed, 54, 3
26, 5, Directed, 55, 3
1, 6, Directed, 56, 1
4, 6, Directed, 57, 1
7, 6, Directed, 58, 1
10, 6, Directed, 59, 1
15, 6, Directed, 60, 3
18, 6, Directed, 61, 3
20, 6, Directed, 62, 3
21, 6, Directed, 63, 3
1, 7, Directed, 64, 1
2, 7, Directed, 65, 1
3, 7, Directed, 66, 1
6, 7, Directed, 67, 1
8, 7, Directed, 68, 1
9, 7, Directed, 69, 1
10, 7, Directed, 70, 1
11, 7, Directed, 71, 1
14, 7, Directed, 72, 1
15, 7, Directed, 73, 3
22, 7, Directed, 74, 3
24, 7, Directed, 75, 3
25, 7, Directed, 76, 3
1, 8, Directed, 77, 1
3, 8, Directed, 78, 1
6, 8, Directed, 79, 1
9, 8, Directed, 80, 1
11, 8, Directed, 81, 1
12, 8, Directed, 82, 1
13, 8, Directed, 83, 1
15, 8, Directed, 84, 3
18, 8, Directed, 85, 3
20, 8, Directed, 86, 3
24, 8, Directed, 87, 3
25, 8, Directed, 88, 3
26, 8, Directed, 89, 3
3, 9, Directed, 90, 1
4, 9, Directed, 91, 1
8, 9, Directed, 92, 1
12, 9, Directed, 93, 1
19, 9, Directed, 94, 3
24, 9, Directed, 95, 3
26, 9, Directed, 96, 3
2, 10, Directed, 97, 1
3, 10, Directed, 98, 1
8, 10, Directed, 99, 1
9, 10, Directed, 100, 1
11, 10, Directed, 101, 1
12, 10, Directed, 102, 1
15, 10, Directed, 103, 3
16, 10, Directed, 104, 3
18, 10, Directed, 105, 3
21, 10, Directed, 106, 3
23, 10, Directed, 107, 3
2, 11, Directed, 108, 1
4, 11, Directed, 109, 1
7, 11, Directed, 110, 1
9, 11, Directed, 111, 1
10, 11, Directed, 112, 1
16, 11, Directed, 113, 3
18, 11, Directed, 114, 3
20, 11, Directed, 115, 3
21, 11, Directed, 116, 3
25, 11, Directed, 117, 3
1, 12, Directed, 118, 1
2, 12, Directed, 119, 1
4, 12, Directed, 120, 1
5, 12, Directed, 121, 1
6, 12, Directed, 122, 1
7, 12, Directed, 123, 1
13, 12, Directed, 124, 1
24, 12, Directed, 125, 3
25, 12, Directed, 126, 3
3, 13, Directed, 127, 1
7, 13, Directed, 128, 1
8, 13, Directed, 129, 1
14, 13, Directed, 130, 1
15, 13, Directed, 131, 3
19, 13, Directed, 132, 3
23, 13, Directed, 133, 3
25, 13, Directed, 134, 3
26, 13, Directed, 135, 3
1, 14, Directed, 136, 1
2, 14, Directed, 137, 1
3, 14, Directed, 138, 1
4, 14, Directed, 139, 1
6, 14, Directed, 140, 1
7, 14, Directed, 141, 1
8, 14, Directed, 142, 1
13, 14, Directed, 143, 1
15, 14, Directed, 144, 3
18, 14, Directed, 145, 3
19, 14, Directed, 146, 3
1, 15, Directed, 147, 2
4, 15, Directed, 148, 2
6, 15, Directed, 149, 2
10, 15, Directed, 150, 2
12, 15, Directed, 151, 2
13, 15, Directed, 152, 2
14, 15, Directed, 153, 2
18, 15, Directed, 154, 4
20, 15, Directed, 155, 4
21, 15, Directed, 156, 4
25, 15, Directed, 157, 4
3, 16, Directed, 158, 2
4, 16, Directed, 159, 2
7, 16, Directed, 160, 2
9, 16, Directed, 161, 2
19, 16, Directed, 162, 4
23, 16, Directed, 163, 4
24, 16, Directed, 164, 4
1, 18, Directed, 165, 2
4, 18, Directed, 166, 2
6, 18, Directed, 167, 2
7, 18, Directed, 168, 2
8, 18, Directed, 169, 2
9, 18, Directed, 170, 2
11, 18, Directed, 171, 2
19, 18, Directed, 172, 4
20, 18, Directed, 173, 4
22, 18, Directed, 174, 4
2, 19, Directed, 175, 2
10, 19, Directed, 176, 2
16, 19, Directed, 177, 4
21, 19, Directed, 178, 4
23, 19, Directed, 179, 4
26, 19, Directed, 180, 4
1, 20, Directed, 181, 2
2, 20, Directed, 182, 2
3, 20, Directed, 183, 2
4, 20, Directed, 184, 2
5, 20, Directed, 185, 2
8, 20, Directed, 186, 2
9, 20, Directed, 187, 2
11, 20, Directed, 188, 2
13, 20, Directed, 189, 2
15, 20, Directed, 190, 4
22, 20, Directed, 191, 4
23, 20, Directed, 192, 4
25, 20, Directed, 193, 4
1, 21, Directed, 194, 2
3, 21, Directed, 195, 2
5, 21, Directed, 196, 2
12, 21, Directed, 197, 2
24, 21, Directed, 198, 4
25, 21, Directed, 199, 4
5, 22, Directed, 200, 2
7, 22, Directed, 201, 2
10, 22, Directed, 202, 2
12, 22, Directed, 203, 2
16, 22, Directed, 204, 4
18, 22, Directed, 205, 4
24, 22, Directed, 206, 4
11, 23, Directed, 207, 2
14, 23, Directed, 208, 2
16, 23, Directed, 209, 4
22, 23, Directed, 210, 4
26, 23, Directed, 211, 4
1, 24, Directed, 212, 2
2, 24, Directed, 213, 2
4, 24, Directed, 214, 2
5, 24, Directed, 215, 2
7, 24, Directed, 216, 2
8, 24, Directed, 217, 2
12, 24, Directed, 218, 2
15, 24, Directed, 219, 4
18, 24, Directed, 220, 4
19, 24, Directed, 221, 4
21, 24, Directed, 222, 4
25, 24, Directed, 223, 4
2, 25, Directed, 224, 2
12, 25, Directed, 225, 2
13, 25, Directed, 226, 2
15, 25, Directed, 227, 4
20, 25, Directed, 228, 4
26, 25, Directed, 229, 4
4, 26, Directed, 230, 2
6, 26, Directed, 231, 2
7, 26, Directed, 232, 2
13, 26, Directed, 233, 2
15, 26, Directed, 234, 4
18, 26, Directed, 235, 4
19, 26, Directed, 236, 4
20, 26, Directed, 237, 4
24, 26, Directed, 238, 4
