Source, Target, Type, Id, Weight
2, 1, Directed, 1, 1
6, 1, Directed, 2, 1
9, 1, Directed, 3, 1
10, 1, Directed, 4, 1
11, 1, Directed, 5, 1
13, 1, Directed, 6, 1
14, 1, Directed, 7, 1
18, 1, Directed, 8, 3
19, 1, Directed, 9, 3
20, 1, Directed, 10, 3
26, 1, Directed, 11, 3
1, 2, Directed, 12, 1
8, 2, Directed, 13, 1
13, 2, Directed, 14, 1
19, 2, Directed, 15, 3
21, 2, Directed, 16, 3
22, 2, Directed, 17, 3
4, 3, Directed, 18, 1
5, 3, Directed, 19, 1
7, 3, Directed, 20, 1
11, 3, Directed, 21, 1
12, 3, Directed, 22, 1
13, 3, Directed, 23, 1
16, 3, Directed, 24, 3
18, 3, Directed, 25, 3
23, 3, Directed, 26, 3
24, 3, Directed, 27, 3
1, 4, Directed, 28, 1
3, 4, Directed, 29, 1
6, 4, Directed, 30, 1
7, 4, Directed, 31, 1
8, 4, Directed, 32, 1
11, 4, Directed, 33, 1
12, 4, Directed, 34, 1
13, 4, Directed, 35, 1
14, 4, Directed, 36, 1
18, 4, Directed, 37, 3
19, 4, Directed, 38, 3
24, 4, Directed, 39, 3
25, 4, Directed, 40, 3
26, 4, Directed, 41, 3
1, 5, Directed, 42, 1
2, 5, Directed, 43, 1
3, 5, Directed, 44, 1
8, 5, Directed, 45, 1
10, 5, Directed, 46, 1
11, 5, Directed, 47, 1
12, 5, Directed, 48, 1
16, 5, Directed, 49, 3
19, 5, Directed, 50, 3
25, 5, Directed, 51, 3
26, 5, Directed, 52, 3
1, 6, Directed, 53, 1
4, 6, Directed, 54, 1
7, 6, Directed, 55, 1
10, 6, Directed, 56, 1
14, 6, Directed, 57, 1
15, 6, Directed, 58, 3
18, 6, Directed, 59, 3
20, 6, Directed, 60, 3
21, 6, Directed, 61, 3
3, 7, Directed, 62, 1
5, 7, Directed, 63, 1
6, 7, Directed, 64, 1
9, 7, Directed, 65, 1
10, 7, Directed, 66, 1
11, 7, Directed, 67, 1
14, 7, Directed, 68, 1
15, 7, Directed, 69, 3
22, 7, Directed, 70, 3
24, 7, Directed, 71, 3
25, 7, Directed, 72, 3
1, 8, Directed, 73, 1
3, 8, Directed, 74, 1
6, 8, Directed, 75, 1
9, 8, Directed, 76, 1
11, 8, Directed, 77, 1
12, 8, Directed, 78, 1
13, 8, Directed, 79, 1
15, 8, Directed, 80, 3
18, 8, Directed, 81, 3
20, 8, Directed, 82, 3
24, 8, Directed, 83, 3
25, 8, Directed, 84, 3
26, 8, Directed, 85, 3
3, 9, Directed, 86, 1
8, 9, Directed, 87, 1
12, 9, Directed, 88, 1
19, 9, Directed, 89, 3
23, 9, Directed, 90, 3
24, 9, Directed, 91, 3
26, 9, Directed, 92, 3
2, 10, Directed, 93, 1
3, 10, Directed, 94, 1
8, 10, Directed, 95, 1
9, 10, Directed, 96, 1
11, 10, Directed, 97, 1
12, 10, Directed, 98, 1
15, 10, Directed, 99, 3
16, 10, Directed, 100, 3
18, 10, Directed, 101, 3
21, 10, Directed, 102, 3
23, 10, Directed, 103, 3
2, 11, Directed, 104, 1
4, 11, Directed, 105, 1
7, 11, Directed, 106, 1
9, 11, Directed, 107, 1
10, 11, Directed, 108, 1
16, 11, Directed, 109, 3
18, 11, Directed, 110, 3
20, 11, Directed, 111, 3
21, 11, Directed, 112, 3
25, 11, Directed, 113, 3
1, 12, Directed, 114, 1
2, 12, Directed, 115, 1
7, 12, Directed, 116, 1
8, 12, Directed, 117, 1
11, 12, Directed, 118, 1
13, 12, Directed, 119, 1
21, 12, Directed, 120, 3
23, 12, Directed, 121, 3
24, 12, Directed, 122, 3
25, 12, Directed, 123, 3
2, 13, Directed, 124, 1
3, 13, Directed, 125, 1
4, 13, Directed, 126, 1
5, 13, Directed, 127, 1
6, 13, Directed, 128, 1
7, 13, Directed, 129, 1
8, 13, Directed, 130, 1
14, 13, Directed, 131, 1
15, 13, Directed, 132, 3
19, 13, Directed, 133, 3
20, 13, Directed, 134, 3
23, 13, Directed, 135, 3
25, 13, Directed, 136, 3
1, 14, Directed, 137, 1
3, 14, Directed, 138, 1
6, 14, Directed, 139, 1
7, 14, Directed, 140, 1
8, 14, Directed, 141, 1
11, 14, Directed, 142, 1
13, 14, Directed, 143, 1
15, 14, Directed, 144, 3
18, 14, Directed, 145, 3
19, 14, Directed, 146, 3
1, 15, Directed, 147, 2
4, 15, Directed, 148, 2
6, 15, Directed, 149, 2
10, 15, Directed, 150, 2
13, 15, Directed, 151, 2
18, 15, Directed, 152, 4
20, 15, Directed, 153, 4
21, 15, Directed, 154, 4
25, 15, Directed, 155, 4
1, 16, Directed, 156, 2
3, 16, Directed, 157, 2
4, 16, Directed, 158, 2
7, 16, Directed, 159, 2
9, 16, Directed, 160, 2
12, 16, Directed, 161, 2
19, 16, Directed, 162, 4
23, 16, Directed, 163, 4
24, 16, Directed, 164, 4
1, 18, Directed, 165, 2
4, 18, Directed, 166, 2
6, 18, Directed, 167, 2
7, 18, Directed, 168, 2
8, 18, Directed, 169, 2
9, 18, Directed, 170, 2
11, 18, Directed, 171, 2
19, 18, Directed, 172, 4
20, 18, Directed, 173, 4
22, 18, Directed, 174, 4
2, 19, Directed, 175, 2
10, 19, Directed, 176, 2
16, 19, Directed, 177, 4
21, 19, Directed, 178, 4
23, 19, Directed, 179, 4
1, 20, Directed, 180, 2
2, 20, Directed, 181, 2
4, 20, Directed, 182, 2
5, 20, Directed, 183, 2
6, 20, Directed, 184, 2
8, 20, Directed, 185, 2
9, 20, Directed, 186, 2
11, 20, Directed, 187, 2
13, 20, Directed, 188, 2
14, 20, Directed, 189, 2
15, 20, Directed, 190, 4
22, 20, Directed, 191, 4
23, 20, Directed, 192, 4
25, 20, Directed, 193, 4
1, 21, Directed, 194, 2
3, 21, Directed, 195, 2
5, 21, Directed, 196, 2
12, 21, Directed, 197, 2
16, 21, Directed, 198, 4
24, 21, Directed, 199, 4
25, 21, Directed, 200, 4
1, 22, Directed, 201, 2
5, 22, Directed, 202, 2
7, 22, Directed, 203, 2
10, 22, Directed, 204, 2
12, 22, Directed, 205, 2
16, 22, Directed, 206, 4
18, 22, Directed, 207, 4
24, 22, Directed, 208, 4
11, 23, Directed, 209, 2
13, 23, Directed, 210, 2
14, 23, Directed, 211, 2
16, 23, Directed, 212, 4
19, 23, Directed, 213, 4
22, 23, Directed, 214, 4
26, 23, Directed, 215, 4
1, 24, Directed, 216, 2
4, 24, Directed, 217, 2
5, 24, Directed, 218, 2
7, 24, Directed, 219, 2
8, 24, Directed, 220, 2
15, 24, Directed, 221, 4
21, 24, Directed, 222, 4
25, 24, Directed, 223, 4
2, 25, Directed, 224, 2
12, 25, Directed, 225, 2
13, 25, Directed, 226, 2
14, 25, Directed, 227, 2
15, 25, Directed, 228, 4
20, 25, Directed, 229, 4
26, 25, Directed, 230, 4
2, 26, Directed, 231, 2
4, 26, Directed, 232, 2
6, 26, Directed, 233, 2
7, 26, Directed, 234, 2
9, 26, Directed, 235, 2
13, 26, Directed, 236, 2
15, 26, Directed, 237, 4
19, 26, Directed, 238, 4
20, 26, Directed, 239, 4
24, 26, Directed, 240, 4
