Source, Target, Type, Id, Weight
7, 1, Directed, 1, 1
9, 1, Directed, 2, 1
10, 1, Directed, 3, 1
11, 1, Directed, 4, 1
13, 1, Directed, 5, 1
16, 1, Directed, 6, 3
17, 1, Directed, 7, 3
21, 1, Directed, 8, 3
25, 1, Directed, 9, 3
26, 1, Directed, 10, 3
1, 2, Directed, 11, 1
7, 2, Directed, 12, 1
12, 2, Directed, 13, 1
13, 2, Directed, 14, 1
14, 2, Directed, 15, 1
16, 2, Directed, 16, 3
19, 2, Directed, 17, 3
20, 2, Directed, 18, 3
21, 2, Directed, 19, 3
22, 2, Directed, 20, 3
23, 2, Directed, 21, 3
24, 2, Directed, 22, 3
25, 2, Directed, 23, 3
1, 3, Directed, 24, 1
6, 3, Directed, 25, 1
7, 3, Directed, 26, 1
10, 3, Directed, 27, 1
12, 3, Directed, 28, 1
14, 3, Directed, 29, 1
16, 3, Directed, 30, 3
17, 3, Directed, 31, 3
24, 3, Directed, 32, 3
26, 3, Directed, 33, 3
2, 4, Directed, 34, 1
5, 4, Directed, 35, 1
7, 4, Directed, 36, 1
11, 4, Directed, 37, 1
14, 4, Directed, 38, 1
15, 4, Directed, 39, 3
17, 4, Directed, 40, 3
20, 4, Directed, 41, 3
21, 4, Directed, 42, 3
24, 4, Directed, 43, 3
1, 5, Directed, 44, 1
7, 5, Directed, 45, 1
8, 5, Directed, 46, 1
9, 5, Directed, 47, 1
22, 5, Directed, 48, 3
25, 5, Directed, 49, 3
26, 5, Directed, 50, 3
8, 6, Directed, 51, 1
9, 6, Directed, 52, 1
12, 6, Directed, 53, 1
14, 6, Directed, 54, 1
17, 6, Directed, 55, 3
18, 6, Directed, 56, 3
21, 6, Directed, 57, 3
22, 6, Directed, 58, 3
25, 6, Directed, 59, 3
26, 6, Directed, 60, 3
2, 7, Directed, 61, 1
8, 7, Directed, 62, 1
11, 7, Directed, 63, 1
13, 7, Directed, 64, 1
14, 7, Directed, 65, 1
15, 7, Directed, 66, 3
17, 7, Directed, 67, 3
19, 7, Directed, 68, 3
20, 7, Directed, 69, 3
25, 7, Directed, 70, 3
1, 8, Directed, 71, 1
2, 8, Directed, 72, 1
5, 8, Directed, 73, 1
6, 8, Directed, 74, 1
9, 8, Directed, 75, 1
16, 8, Directed, 76, 3
17, 8, Directed, 77, 3
18, 8, Directed, 78, 3
25, 8, Directed, 79, 3
1, 9, Directed, 80, 1
5, 9, Directed, 81, 1
6, 9, Directed, 82, 1
