Source, Target, Type, Id, Weight
6, 1, Directed, 1, 1
9, 1, Directed, 2, 1
10, 1, Directed, 3, 1
15, 1, Directed, 4, 3
16, 1, Directed, 5, 3
23, 1, Directed, 6, 3
24, 1, Directed, 7, 3
26, 1, Directed, 8, 3
3, 2, Directed, 9, 1
5, 2, Directed, 10, 1
6, 2, Directed, 11, 1
12, 2, Directed, 12, 1
13, 2, Directed, 13, 1
16, 2, Directed, 14, 3
21, 2, Directed, 15, 3
24, 2, Directed, 16, 3
25, 2, Directed, 17, 3
26, 2, Directed, 18, 3
1, 3, Directed, 19, 1
2, 3, Directed, 20, 1
5, 3, Directed, 21, 1
6, 3, Directed, 22, 1
7, 3, Directed, 23, 1
9, 3, Directed, 24, 1
10, 3, Directed, 25, 1
11, 3, Directed, 26, 1
14, 3, Directed, 27, 1
19, 3, Directed, 28, 3
20, 3, Directed, 29, 3
24, 3, Directed, 30, 3
26, 3, Directed, 31, 3
1, 4, Directed, 32, 1
2, 4, Directed, 33, 1
8, 4, Directed, 34, 1
10, 4, Directed, 35, 1
11, 4, Directed, 36, 1
13, 4, Directed, 37, 1
14, 4, Directed, 38, 1
21, 4, Directed, 39, 3
24, 4, Directed, 40, 3
1, 5, Directed, 41, 1
2, 5, Directed, 42, 1
6, 5, Directed, 43, 1
9, 5, Directed, 44, 1
12, 5, Directed, 45, 1
17, 5, Directed, 46, 3
20, 5, Directed, 47, 3
21, 5, Directed, 48, 3
22, 5, Directed, 49, 3
23, 5, Directed, 50, 3
24, 5, Directed, 51, 3
26, 5, Directed, 52, 3
1, 6, Directed, 53, 1
2, 6, Directed, 54, 1
5, 6, Directed, 55, 1
7, 6, Directed, 56, 1
9, 6, Directed, 57, 1
11, 6, Directed, 58, 1
12, 6, Directed, 59, 1
14, 6, Directed, 60, 1
15, 6, Directed, 61, 3
20, 6, Directed, 62, 3
23, 6, Directed, 63, 3
24, 6, Directed, 64, 3
25, 6, Directed, 65, 3
1, 7, Directed, 66, 1
2, 7, Directed, 67, 1
8, 7, Directed, 68, 1
9, 7, Directed, 69, 1
15, 7, Directed, 70, 3
17, 7, Directed, 71, 3
19, 7, Directed, 72, 3
24, 7, Directed, 73, 3
25, 7, Directed, 74, 3
1, 8, Directed, 75, 1
4, 8, Directed, 76, 1
7, 8, Directed, 77, 1
17, 8, Directed, 78, 3
18, 8, Directed, 79, 3
24, 8, Directed, 80, 3
25, 8, Directed, 81, 3
1, 9, Directed, 82, 1
2, 9, Directed, 83, 1
11, 9, Directed, 84, 1
12, 9, Directed, 85, 1
13, 9, Directed, 86, 1
14, 9, Directed, 87, 1
16, 9, Directed, 88, 3
19, 9, Directed, 89, 3
21, 9, Directed, 90, 3
23, 9, Directed, 91, 3
24, 9, Directed, 92, 3
25, 9, Directed, 93, 3
2, 10, Directed, 94, 1
3, 10, Directed, 95, 1
4, 10, Directed, 96, 1
6, 10, Directed, 97, 1
7, 10, Directed, 98, 1
8, 10, Directed, 99, 1
11, 10, Directed, 100, 1
13, 10, Directed, 101, 1
22, 10, Directed, 102, 3
24, 10, Directed, 103, 3
25, 10, Directed, 104, 3
2, 11, Directed, 105, 1
3, 11, Directed, 106, 1
5, 11, Directed, 107, 1
7, 11, Directed, 108, 1
12, 11, Directed, 109, 1
13, 11, Directed, 110, 1
15, 11, Directed, 111, 3
19, 11, Directed, 112, 3
21, 11, Directed, 113, 3
22, 11, Directed, 114, 3
24, 11, Directed, 115, 3
25, 11, Directed, 116, 3
2, 12, Directed, 117, 1
5, 12, Directed, 118, 1
7, 12, Directed, 119, 1
9, 12, Directed, 120, 1
20, 12, Directed, 121, 3
22, 12, Directed, 122, 3
23, 12, Directed, 123, 3
24, 12, Directed, 124, 3
1, 13, Directed, 125, 1
5, 13, Directed, 126, 1
6, 13, Directed, 127, 1
11, 13, Directed, 128, 1
14, 13, Directed, 129, 1
19, 13, Directed, 130, 3
21, 13, Directed, 131, 3
2, 14, Directed, 132, 1
7, 14, Directed, 133, 1
9, 14, Directed, 134, 1
10, 14, Directed, 135, 1
11, 14, Directed, 136, 1
12, 14, Directed, 137, 1
15, 14, Directed, 138, 3
17, 14, Directed, 139, 3
18, 14, Directed, 140, 3
21, 14, Directed, 141, 3
25, 14, Directed, 142, 3
1, 15, Directed, 143, 2
4, 15, Directed, 144, 2
5, 15, Directed, 145, 2
13, 15, Directed, 146, 2
14, 15, Directed, 147, 2
17, 15, Directed, 148, 4
18, 15, Directed, 149, 4
19, 15, Directed, 150, 4
20, 15, Directed, 151, 4
21, 15, Directed, 152, 4
22, 15, Directed, 153, 4
25, 15, Directed, 154, 4
26, 15, Directed, 155, 4
1, 16, Directed, 156, 2
8, 16, Directed, 157, 2
9, 16, Directed, 158, 2
10, 16, Directed, 159, 2
15, 16, Directed, 160, 4
18, 16, Directed, 161, 4
1, 17, Directed, 162, 2
3, 17, Directed, 163, 2
9, 17, Directed, 164, 2
10, 17, Directed, 165, 2
16, 17, Directed, 166, 4
23, 17, Directed, 167, 4
24, 17, Directed, 168, 4
25, 17, Directed, 169, 4
26, 17, Directed, 170, 4
4, 18, Directed, 171, 2
5, 18, Directed, 172, 2
6, 18, Directed, 173, 2
9, 18, Directed, 174, 2
15, 18, Directed, 175, 4
20, 18, Directed, 176, 4
25, 18, Directed, 177, 4
26, 18, Directed, 178, 4
2, 19, Directed, 179, 2
3, 19, Directed, 180, 2
7, 19, Directed, 181, 2
8, 19, Directed, 182, 2
11, 19, Directed, 183, 2
17, 19, Directed, 184, 4
20, 19, Directed, 185, 4
22, 19, Directed, 186, 4
24, 19, Directed, 187, 4
2, 20, Directed, 188, 2
6, 20, Directed, 189, 2
7, 20, Directed, 190, 2
9, 20, Directed, 191, 2
11, 20, Directed, 192, 2
12, 20, Directed, 193, 2
14, 20, Directed, 194, 2
15, 20, Directed, 195, 4
19, 20, Directed, 196, 4
22, 20, Directed, 197, 4
23, 20, Directed, 198, 4
24, 20, Directed, 199, 4
26, 20, Directed, 200, 4
2, 21, Directed, 201, 2
3, 21, Directed, 202, 2
10, 21, Directed, 203, 2
15, 21, Directed, 204, 4
18, 21, Directed, 205, 4
20, 21, Directed, 206, 4
22, 21, Directed, 207, 4
25, 21, Directed, 208, 4
1, 22, Directed, 209, 2
3, 22, Directed, 210, 2
6, 22, Directed, 211, 2
7, 22, Directed, 212, 2
11, 22, Directed, 213, 2
12, 22, Directed, 214, 2
13, 22, Directed, 215, 2
14, 22, Directed, 216, 2
17, 22, Directed, 217, 4
19, 22, Directed, 218, 4
23, 22, Directed, 219, 4
24, 22, Directed, 220, 4
1, 23, Directed, 221, 2
2, 23, Directed, 222, 2
5, 23, Directed, 223, 2
11, 23, Directed, 224, 2
13, 23, Directed, 225, 2
14, 23, Directed, 226, 2
15, 23, Directed, 227, 4
17, 23, Directed, 228, 4
18, 23, Directed, 229, 4
24, 23, Directed, 230, 4
1, 24, Directed, 231, 2
2, 24, Directed, 232, 2
6, 24, Directed, 233, 2
13, 24, Directed, 234, 2
18, 24, Directed, 235, 4
21, 24, Directed, 236, 4
22, 24, Directed, 237, 4
23, 24, Directed, 238, 4
5, 25, Directed, 239, 2
6, 25, Directed, 240, 2
10, 25, Directed, 241, 2
13, 25, Directed, 242, 2
21, 25, Directed, 243, 4
23, 25, Directed, 244, 4
24, 25, Directed, 245, 4
1, 26, Directed, 246, 2
6, 26, Directed, 247, 2
7, 26, Directed, 248, 2
10, 26, Directed, 249, 2
15, 26, Directed, 250, 4
19, 26, Directed, 251, 4
23, 26, Directed, 252, 4
25, 26, Directed, 253, 4
